mSigma,Observed Intens,Observed m/z,calc. m/z,err mDa,err ppm,sum formula,Br,C,Cl,H,N,O,S,rdb,DBE,H/C,O/C,Ç¿¶È,N/C,KM,KMD
277.99,8664427,759.060359,759.060369,0.009,0.012,C43 H27 Cl4 N2 O S ,0,43,4,27,2,1,1,29.5,29,0.627906977,0.023255814,,0.046511628,,
290.23,8664427,759.060359,759.060453,0.094,0.124,C37 H30 Br Cl2 N4 O3 S ,1,37,2,30,4,3,1,23.5,23,0.810810811,0.081081081,,0.108108108,,
299.9,8664427,759.060359,759.060175,-0.185,-0.243,C24 H43 Br2 Cl2 N4 O7 S ,2,24,2,43,4,7,1,3.5,3,1.791666667,0.291666667,,0.166666667,,
173.27,9985377,759.06885,759.068862,0.013,0.017,C25 H31 N2 O19 S3 ,0,25,0,31,2,19,3,11.5,11,1.24,0.76,,0.08,,
324.79,9985377,759.06885,759.068798,-0.052,-0.069,C49 H16 Cl N4 O2 S ,0,49,1,16,4,2,1,43.5,43,0.326530612,0.040816327,,0.081632653,,
332.47,9985377,759.06885,759.069001,0.151,0.199,C46 H19 N2 O6 S2 ,0,46,0,19,2,6,2,38.5,38,0.413043478,0.130434783,,0.043478261,,
66.45,16813364,759.10537,759.105387,0.017,0.022,C47 H23 N2 O5 S2 ,0,47,0,23,2,5,2,37.5,37,0.489361702,0.106382979,,0.042553191,,
430.03,16813364,759.10537,759.105278,-0.092,-0.121,C32 H42 Br2 Cl N2 O7 ,2,32,1,42,2,7,0,11.5,11,1.3125,0.21875,,0.0625,,
443.66,16813364,759.10537,759.105214,-0.156,-0.205,C27 H38 Br Cl2 N4 O12 ,1,27,2,38,4,12,0,9.5,9,1.407407407,0.444444444,,0.148148148,,
116.71,21560584,759.141677,759.141772,0.096,0.126,C48 H27 N2 O4 S2 ,0,48,0,27,2,4,2,36.5,36,0.5625,0.083333333,,0.041666667,,
198.07,21560584,759.141677,759.141569,-0.108,-0.142,C51 H24 Cl N4 S ,0,51,1,24,4,0,1,41.5,41,0.470588235,0,,0.078431373,,
352.37,21560584,759.141677,759.141664,-0.013,-0.017,C33 H46 Br2 Cl N2 O6 ,2,33,1,46,2,6,0,10.5,10,1.393939394,0.181818182,,0.060606061,,
148.41,25304284,759.178079,759.178158,0.079,0.104,C49 H31 N2 O3 S2 ,0,49,0,31,2,3,2,35.5,35,0.632653061,0.06122449,,0.040816327,,
379.46,25304284,759.178079,759.178113,0.035,0.046,C39 H54 Br3    ,3,39,0,54,0,0,0,11.5,11,1.384615385,0,,0,,
385.04,25304284,759.178079,759.178049,-0.029,-0.039,C34 H50 Br2 Cl N2 O5 ,2,34,1,50,2,5,0,9.5,9,1.470588235,0.147058824,,0.058823529,,
59.5,26819760,759.214503,759.214188,-0.315,-0.415,C36 H39 O18    ,0,36,0,39,0,18,0,17.5,17,1.083333333,0.5,,0,,
136.61,26819760,759.214503,759.214543,0.04,0.053,C50 H35 N2 O2 S2 ,0,50,0,35,2,2,2,34.5,34,0.7,0.04,,0.04,,
390.12,26819760,759.214503,759.214435,-0.069,-0.09,C35 H54 Br2 Cl N2 O4 ,2,35,1,54,2,4,0,8.5,8,1.542857143,0.114285714,,0.057142857,,
66.14,22797444,759.250868,759.250574,-0.294,-0.388,C37 H43 O17    ,0,37,0,43,0,17,0,16.5,16,1.162162162,0.459459459,,0,,
107.25,22797444,759.250868,759.25079,-0.078,-0.103,C30 H51 N2 O14 S3 ,0,30,0,51,2,14,3,6.5,6,1.7,0.466666667,,0.066666667,,
156.15,22797444,759.250868,759.250929,0.061,0.08,C51 H39 N2 O S2 ,0,51,0,39,2,1,2,33.5,33,0.764705882,0.019607843,,0.039215686,,
200.69,12033111,759.287269,759.287176,-0.094,-0.124,C31 H55 N2 O13 S3 ,0,31,0,55,2,13,3,5.5,5,1.774193548,0.419354839,,0.064516129,,
219.96,12033111,759.287269,759.286959,-0.31,-0.409,C38 H47 O16    ,0,38,0,47,0,16,0,15.5,15,1.236842105,0.421052632,,0,,
291.55,12033111,759.287269,759.287314,0.045,0.059,C52 H43 N2 S2  ,0,52,0,43,2,0,2,32.5,32,0.826923077,0,,0.038461538,,
186.81,6320235,760.100047,760.10028,0.234,0.308,C32 H26 N O21  ,0,32,0,26,1,21,0,20.5,20,0.8125,0.65625,,0.03125,,
261.31,6320235,760.100047,760.099767,-0.279,-0.367,C45 H18 N3 O10 ,0,45,0,18,3,10,0,38.5,38,0.4,0.222222222,,0.066666667,,
485.02,6320235,760.100047,760.099824,-0.222,-0.292,C28 H39 Cl N O13 S4 ,0,28,1,39,1,13,4,9.5,9,1.392857143,0.464285714,,0.035714286,,
123.9,6447166,760.136508,760.136153,-0.355,-0.467,C46 H22 N3 O9  ,0,46,0,22,3,9,0,37.5,37,0.47826087,0.195652174,,0.065217391,,
178.09,6447166,760.136508,760.136666,0.158,0.208,C33 H30 N O20  ,0,33,0,30,1,20,0,19.5,19,0.909090909,0.606060606,,0.03030303,,
490.25,6447166,760.136508,760.13621,-0.298,-0.392,C29 H43 Cl N O12 S4 ,0,29,1,43,1,12,4,8.5,8,1.482758621,0.413793103,,0.034482759,,
199.41,7098384,760.172979,760.173051,0.072,0.095,C34 H34 N O19  ,0,34,0,34,1,19,0,18.5,18,1,0.558823529,,0.029411765,,
489.96,7098384,760.172979,760.173214,0.234,0.308,C39 H46 Br Cl3 N O3 ,1,39,3,46,1,3,0,15.5,15,1.179487179,0.076923077,,0.025641026,,
497.28,7098384,760.172979,760.172562,-0.418,-0.549,C31 H50 Br Cl3 N3 O5 S ,1,31,3,50,3,5,1,6.5,6,1.612903226,0.161290323,,0.096774194,,
204.94,4243427,760.209364,760.209437,0.073,0.096,C35 H38 N O18  ,0,35,0,38,1,18,0,17.5,17,1.085714286,0.514285714,,0.028571429,,
276.24,4243427,760.209364,760.208924,-0.44,-0.578,C48 H30 N3 O7  ,0,48,0,30,3,7,0,35.5,35,0.625,0.145833333,,0.0625,,
512.3,4243427,760.209364,760.209599,0.235,0.31,C40 H50 Br Cl3 N O2 ,1,40,3,50,1,2,0,14.5,14,1.25,0.05,,0.025,,
229.41,7302138,761.002964,761.002946,-0.018,-0.024,C44 H10 Cl N2 O10 ,0,44,1,10,2,10,0,40.5,40,0.227272727,0.227272727,,0.045454545,,
244.41,7302138,761.002964,761.003011,0.047,0.061,C20 H25 O27 S2 ,0,20,0,25,0,27,2,8.5,8,1.25,1.35,,0,,
269.3,7302138,761.002964,761.002853,-0.111,-0.146,C47 H13 N4 S4  ,0,47,0,13,4,0,4,43.5,43,0.276595745,0,,0.085106383,,
219.19,7447499,761.039587,761.039751,0.164,0.216,C35 H25 N2 O10 S4 ,0,35,0,25,2,10,4,24.5,24,0.714285714,0.285714286,,0.057142857,,
224.79,7447499,761.039587,761.039535,-0.052,-0.069,C42 H17 O13 S  ,0,42,0,17,0,13,1,34.5,34,0.404761905,0.30952381,,0,,
256.44,7447499,761.039587,761.039558,-0.029,-0.038,C26 H41 Br Cl3 O10 S2 ,1,26,3,41,0,10,2,4.5,4,1.576923077,0.384615385,,0,,
58.46,30028504,761.229831,761.230055,0.224,0.294,C29 H49 N2 O15 S3 ,0,29,0,49,2,15,3,6.5,6,1.689655172,0.517241379,,0.068965517,,
60.73,30028504,761.229831,761.229838,0.007,0.01,C36 H41 O18    ,0,36,0,41,0,18,0,16.5,16,1.138888889,0.5,,0,,
74.43,30028504,761.229831,761.229541,-0.289,-0.38,C42 H41 N4 O4 S3 ,0,42,0,41,4,4,3,24.5,24,0.976190476,0.095238095,,0.095238095,,
60.29,22147754,761.266218,761.266224,0.006,0.007,C37 H45 O17    ,0,37,0,45,0,17,0,15.5,15,1.216216216,0.459459459,,0,,
108.29,22147754,761.266218,761.26644,0.222,0.292,C30 H53 N2 O14 S3 ,0,30,0,53,2,14,3,5.5,5,1.766666667,0.466666667,,0.066666667,,
135.83,22147754,761.266218,761.265927,-0.291,-0.382,C43 H45 N4 O3 S3 ,0,43,0,45,4,3,3,23.5,23,1.046511628,0.069767442,,0.093023256,,
191.08,7967356,761.302303,761.301957,-0.346,-0.454,C30 H53 N2 O18 S ,0,30,0,53,2,18,1,5.5,5,1.766666667,0.6,,0.066666667,,
220.08,7967356,761.302303,761.302609,0.306,0.402,C38 H49 O16    ,0,38,0,49,0,16,0,14.5,14,1.289473684,0.421052632,,0,,
266.03,7967356,761.302303,761.302312,0.01,0.013,C44 H49 N4 O2 S3 ,0,44,0,49,4,2,3,22.5,22,1.113636364,0.045454545,,0.090909091,,
257.38,9076310,762.124711,762.1248,0.089,0.117,C56 H16 N3 O2  ,0,56,0,16,3,2,0,50.5,50,0.285714286,0.035714286,,0.053571429,,
337.73,9076310,762.124711,762.124662,-0.05,-0.065,C35 H28 N3 O15 S ,0,35,0,28,3,15,1,23.5,23,0.8,0.428571429,,0.085714286,,
462.36,9076310,762.124711,762.124857,0.146,0.192,C39 H37 Cl N O5 S4 ,0,39,1,37,1,5,4,21.5,21,0.948717949,0.128205128,,0.025641026,,
296.75,9305639,762.160668,762.161047,0.379,0.497,C36 H32 N3 O14 S ,0,36,0,32,3,14,1,22.5,22,0.888888889,0.388888889,,0.083333333,,
438.58,9305639,762.160668,762.160676,0.008,0.011,C36 H48 Cl4 N O2 S3 ,0,36,4,48,1,2,3,11.5,11,1.333333333,0.055555556,,0.027777778,,
441.13,9305639,762.160668,762.160544,-0.124,-0.162,C37 H43 Br Cl2 N O7 ,1,37,2,43,1,7,0,15.5,15,1.162162162,0.189189189,,0.027027027,,
467.71,5905921,762.189372,762.189227,-0.146,-0.191,C46 H38 Br Cl N3 O ,1,46,1,38,3,1,0,28.5,28,0.826086957,0.02173913,,0.065217391,,
491.07,5905921,762.189372,762.18908,-0.292,-0.383,C32 H56 Br Cl3 N3 S3 ,1,32,3,56,3,0,3,4.5,4,1.75,0,,0.09375,,
512.57,5905921,762.189372,762.18974,0.367,0.482,C33 H46 Br Cl N O12 ,1,33,1,46,1,12,0,10.5,10,1.393939394,0.363636364,,0.03030303,,
96.76,12008951,762.197351,762.197433,0.081,0.107,C37 H36 N3 O13 S ,0,37,0,36,3,13,1,21.5,21,0.972972973,0.351351351,,0.081081081,,
148.52,12008951,762.197351,762.197571,0.22,0.289,C58 H24 N3     ,0,58,0,24,3,0,0,48.5,48,0.413793103,0,,0.051724138,,
428.48,12008951,762.197351,762.197062,-0.289,-0.38,C37 H52 Cl4 N O S3 ,0,37,4,52,1,1,3,10.5,10,1.405405405,0.027027027,,0.027027027,,
205.06,5981651,762.225177,762.225087,-0.09,-0.118,C35 H40 N O18  ,0,35,0,40,1,18,0,16.5,16,1.142857143,0.514285714,,0.028571429,,
463.83,5981651,762.225177,762.225612,0.435,0.571,C47 H42 Br Cl N3 ,1,47,1,42,3,0,0,27.5,27,0.893617021,0,,0.063829787,,
473.86,5981651,762.225177,762.225249,0.072,0.095,C40 H52 Br Cl3 N O2 ,1,40,3,52,1,2,0,13.5,13,1.3,0.05,,0.025,,
367.11,7991647,763.091789,763.091901,0.112,0.146,C22 H27 N4 O26 ,0,22,0,27,4,26,0,11.5,11,1.227272727,1.181818182,,0.181818182,,
454.28,7991647,763.091789,763.091787,-0.002,-0.003,C36 H31 N2 O9 S4 ,0,36,0,31,2,9,4,22.5,22,0.861111111,0.25,,0.055555556,,
473.29,7991647,763.091789,763.091583,-0.205,-0.269,C39 H28 Cl N4 O5 S3 ,0,39,1,28,4,5,3,27.5,27,0.717948718,0.128205128,,0.102564103,,
109.69,17115476,763.099884,763.099946,0.063,0.082,C32 H27 O22    ,0,32,0,27,0,22,0,19.5,19,0.84375,0.6875,,0,,
116.96,17115476,763.099884,763.09965,-0.234,-0.307,C38 H27 N4 O8 S3 ,0,38,0,27,4,8,3,27.5,27,0.710526316,0.210526316,,0.105263158,,
196.81,17115476,763.099884,763.100098,0.214,0.281,C49 H20 Cl N4 O2 S ,0,49,1,20,4,2,1,41.5,41,0.408163265,0.040816327,,0.081632653,,
63.26,24856868,763.136241,763.136035,-0.206,-0.27,C39 H31 N4 O7 S3 ,0,39,0,31,4,7,3,26.5,26,0.794871795,0.179487179,,0.102564103,,
63.31,24856868,763.136241,763.136332,0.09,0.119,C33 H31 O21    ,0,33,0,31,0,21,0,18.5,18,0.939393939,0.636363636,,0,,
151.47,24856868,763.136241,763.136483,0.242,0.317,C50 H24 Cl N4 O S ,0,50,1,24,4,1,1,40.5,40,0.48,0.02,,0.08,,
28.9,35539188,763.172672,763.172934,0.261,0.343,C27 H43 N2 O17 S3 ,0,27,0,43,2,17,3,7.5,7,1.592592593,0.62962963,,0.074074074,,
78.11,35539188,763.172672,763.172421,-0.252,-0.33,C40 H35 N4 O6 S3 ,0,40,0,35,4,6,3,25.5,25,0.875,0.15,,0.1,,
90.73,35539188,763.172672,763.172717,0.045,0.059,C34 H35 O20    ,0,34,0,35,0,20,0,17.5,17,1.029411765,0.588235294,,0,,
51.49,36800708,763.209142,763.209319,0.177,0.233,C28 H47 N2 O16 S3 ,0,28,0,47,2,16,3,6.5,6,1.678571429,0.571428571,,0.071428571,,
58.21,36800708,763.209142,763.209103,-0.039,-0.051,C35 H39 O19    ,0,35,0,39,0,19,0,16.5,16,1.114285714,0.542857143,,0,,
142.15,36800708,763.209142,763.209458,0.316,0.414,C49 H35 N2 O3 S2 ,0,49,0,35,2,3,2,33.5,33,0.714285714,0.06122449,,0.040816327,,
61.8,28059794,763.245606,763.245705,0.099,0.129,C29 H51 N2 O15 S3 ,0,29,0,51,2,15,3,5.5,5,1.75862069,0.517241379,,0.068965517,,
70.04,28059794,763.245606,763.245488,-0.118,-0.154,C36 H43 O18    ,0,36,0,43,0,18,0,15.5,15,1.194444444,0.5,,0,,
125.99,28059794,763.245606,763.245843,0.238,0.311,C50 H39 N2 O2 S2 ,0,50,0,39,2,2,2,32.5,32,0.78,0.04,,0.04,,
60.54,15198306,763.281952,763.281874,-0.079,-0.103,C37 H47 O17    ,0,37,0,47,0,17,0,14.5,14,1.27027027,0.459459459,,0,,
108.09,15198306,763.281952,763.28209,0.138,0.18,C30 H55 N2 O14 S3 ,0,30,0,55,2,14,3,4.5,4,1.833333333,0.466666667,,0.066666667,,
136.52,15198306,763.281952,763.281577,-0.375,-0.492,C43 H47 N4 O3 S3 ,0,43,0,47,4,3,3,22.5,22,1.093023256,0.069767442,,0.093023256,,
220.2,4458546,763.318396,763.318259,-0.137,-0.179,C38 H51 O16    ,0,38,0,51,0,16,0,13.5,13,1.342105263,0.421052632,,0,,
234.64,4458546,763.318396,763.318336,-0.06,-0.078,C39 H60 Br N2 O4 S2 ,1,39,0,60,2,4,2,10.5,10,1.538461538,0.102564103,,0.051282051,,
242.22,4458546,763.318396,763.318561,0.165,0.216,C35 H62 Cl3 O9 S ,0,35,3,62,0,9,1,3.5,3,1.771428571,0.257142857,,0,,
205.18,4633436,764.240915,764.240737,-0.178,-0.233,C35 H42 N O18  ,0,35,0,42,1,18,0,15.5,15,1.2,0.514285714,,0.028571429,,
471.47,4633436,764.240915,764.240899,-0.016,-0.021,C40 H54 Br Cl3 N O2 ,1,40,3,54,1,2,0,12.5,12,1.35,0.05,,0.025,,
472.53,4633436,764.240915,764.241262,0.347,0.454,C47 H44 Br Cl N3 ,1,47,1,44,3,0,0,26.5,26,0.936170213,0,,0.063829787,,
231.15,13057766,765.079626,765.079525,-0.101,-0.131,C24 H41 Cl4 N4 O9 S3 ,0,24,4,41,4,9,3,4.5,4,1.708333333,0.375,,0.166666667,,
256.09,13057766,765.079626,765.079533,-0.093,-0.121,C17 H35 Cl2 N4 O23 S ,0,17,2,35,4,23,1,1.5,1,2.058823529,1.352941176,,0.235294118,,
291,13057766,765.079626,765.079513,-0.113,-0.148,C28 H36 Cl3 O16 S ,0,28,3,36,0,16,1,9.5,9,1.285714286,0.571428571,,0,,
140.4,23076532,765.116047,765.115952,-0.095,-0.124,C46 H25 N2 O6 S2 ,0,46,0,25,2,6,2,35.5,35,0.543478261,0.130434783,,0.043478261,,
242.43,23076532,765.116047,765.116261,0.214,0.28,C36 H30 Cl N2 O13 S ,0,36,1,30,2,13,1,22.5,22,0.833333333,0.361111111,,0.055555556,,
376.46,23076532,765.116047,765.115911,-0.136,-0.177,C25 H45 Cl4 N4 O8 S3 ,0,25,4,45,4,8,3,3.5,3,1.8,0.32,,0.16,,
135.12,27516546,765.152456,765.152337,-0.119,-0.156,C47 H29 N2 O5 S2 ,0,47,0,29,2,5,2,34.5,34,0.617021277,0.106382979,,0.042553191,,
217.35,27516546,765.152456,765.152647,0.19,0.249,C37 H34 Cl N2 O12 S ,0,37,1,34,2,12,1,21.5,21,0.918918919,0.324324324,,0.054054054,,
322.34,27516546,765.152456,765.152198,-0.258,-0.337,C26 H41 N2 O18 S3 ,0,26,0,41,2,18,3,7.5,7,1.576923077,0.692307692,,0.076923077,,
106.71,37502544,765.188813,765.188723,-0.09,-0.118,C48 H33 N2 O4 S2 ,0,48,0,33,2,4,2,33.5,33,0.6875,0.083333333,,0.041666667,,
229.62,37502544,765.188813,765.189032,0.219,0.286,C38 H38 Cl N2 O11 S ,0,38,1,38,2,11,1,20.5,20,1,0.289473684,,0.052631579,,
303.06,37502544,765.188813,765.188584,-0.229,-0.3,C27 H45 N2 O17 S3 ,0,27,0,45,2,17,3,6.5,6,1.666666667,0.62962963,,0.074074074,,
152.18,34012704,765.225218,765.225108,-0.11,-0.143,C49 H37 N2 O3 S2 ,0,49,0,37,2,3,2,32.5,32,0.755102041,0.06122449,,0.040816327,,
232.51,34012704,765.225218,765.225418,0.2,0.261,C39 H42 Cl N2 O10 S ,0,39,1,42,2,10,1,19.5,19,1.076923077,0.256410256,,0.051282051,,
291.06,34012704,765.225218,765.224969,-0.248,-0.325,C28 H49 N2 O16 S3 ,0,28,0,49,2,16,3,5.5,5,1.75,0.571428571,,0.071428571,,
196.36,8814010,765.297816,765.29774,-0.076,-0.099,C30 H57 N2 O14 S3 ,0,30,0,57,2,14,3,3.5,3,1.9,0.466666667,,0.066666667,,
214.75,8814010,765.297816,765.297524,-0.292,-0.382,C37 H49 O17    ,0,37,0,49,0,17,0,13.5,13,1.324324324,0.459459459,,0,,
285.95,8814010,765.297816,765.297879,0.063,0.082,C51 H45 N2 O S2 ,0,51,0,45,2,1,2,30.5,30,0.882352941,0.019607843,,0.039215686,,
450.72,4413580,766.256977,766.256912,-0.065,-0.085,C47 H46 Br Cl N3 ,1,47,1,46,3,0,0,25.5,25,0.978723404,0,,0.063829787,,
460.68,4413580,766.256977,766.256549,-0.428,-0.559,C40 H56 Br Cl3 N O2 ,1,40,3,56,1,2,0,11.5,11,1.4,0.05,,0.025,,
481.58,4413580,766.256977,766.257332,0.355,0.463,C37 H57 Br N3 O S4 ,1,37,0,57,3,1,4,10.5,10,1.540540541,0.027027027,,0.081081081,,
91.83,4186599,768.90853,768.908652,0.123,0.159,C9 H13 N4 O35 S ,0,9,0,13,4,35,1,5.5,5,1.444444444,3.888888889,,0.444444444,,
211.56,4186599,768.90853,768.908632,0.102,0.133,C20 H14 Cl O28 S ,0,20,1,14,0,28,1,13.5,13,0.7,1.4,,0,,
305.08,4186599,768.90853,768.908428,-0.102,-0.132,C23 H11 Cl2 N2 O24 ,0,23,2,11,2,24,0,18.5,18,0.47826087,1.043478261,,0.086956522,,
168.3,4280704,768.980537,768.980441,-0.096,-0.124,C24 H21 N2 O21 S3 ,0,24,0,21,2,21,3,15.5,15,0.875,0.875,,0.083333333,,
311.01,4280704,768.980537,768.980547,0.01,0.014,C17 H23 Cl2 N4 O24 S ,0,17,2,23,4,24,1,7.5,7,1.352941176,1.411764706,,0.235294118,,
353.14,4280704,768.980537,768.980686,0.149,0.194,C38 H11 Cl2 N4 O11 ,0,38,2,11,4,11,0,34.5,34,0.289473684,0.289473684,,0.105263158,,
247.36,4063524,769.044378,769.044504,0.126,0.164,C36 H42 Br2 Cl3 S ,2,36,3,42,0,0,1,13.5,13,1.166666667,0,,0,,
268.89,4063524,769.044378,769.04444,0.062,0.081,C31 H38 Br Cl4 N2 O5 S ,1,31,4,38,2,5,1,11.5,11,1.225806452,0.161290323,,0.064516129,,
278.06,4063524,769.044378,769.044525,0.147,0.191,C25 H41 Br2 Cl2 N4 O7 S ,2,25,2,41,4,7,1,5.5,5,1.64,0.28,,0.16,,
197.73,4868364,769.061693,769.06158,-0.113,-0.147,C22 H39 Cl2 N2 O15 S4 ,0,22,2,39,2,15,4,3.5,3,1.772727273,0.681818182,,0.090909091,,
269.53,4868364,769.061693,769.061587,-0.106,-0.138,C44 H22 Br N2 O7 ,1,44,0,22,2,7,0,34.5,34,0.5,0.159090909,,0.045454545,,
270.42,4868364,769.061693,769.061719,0.026,0.034,C43 H27 Cl2 N2 O2 S3 ,0,43,2,27,2,2,3,30.5,30,0.627906977,0.046511628,,0.046511628,,
458.53,4893460,770.121379,770.121541,0.162,0.21,C46 H30 Br Cl N3 O2 ,1,46,1,30,3,2,0,32.5,32,0.652173913,0.043478261,,0.065217391,,
526.4,4893460,770.121379,770.121395,0.015,0.02,C32 H48 Br Cl3 N3 O S3 ,1,32,3,48,3,1,3,8.5,8,1.5,0.03125,,0.09375,,
541.38,4893460,770.121379,770.121178,-0.201,-0.261,C39 H40 Br Cl3 N O4 ,1,39,3,40,1,4,0,18.5,18,1.025641026,0.102564103,,0.025641026,,
437.52,6001398,770.142232,770.142145,-0.087,-0.112,C31 H32 N O22  ,0,31,0,32,1,22,0,16.5,16,1.032258065,0.709677419,,0.032258065,,
460.06,6001398,770.142232,770.142307,0.076,0.098,C36 H44 Br Cl3 N O6 ,1,36,3,44,1,6,0,13.5,13,1.222222222,0.166666667,,0.027777778,,
472.86,6001398,770.142232,770.142082,-0.149,-0.194,C40 H42 Br2 N3 O S ,2,40,0,42,3,1,1,20.5,20,1.05,0.025,,0.075,,
154.04,4597316,770.969663,770.969602,-0.061,-0.079,C21 H23 O25 S3 ,0,21,0,23,0,25,3,10.5,10,1.095238095,1.19047619,,0,,
237.19,4597316,770.969663,770.969741,0.078,0.101,C42 H11 O12 S2 ,0,42,0,11,0,12,2,37.5,37,0.261904762,0.285714286,,0,,
305.99,4597316,770.969663,770.969708,0.045,0.059,C14 H25 Cl2 N2 O28 S ,0,14,2,25,2,28,1,2.5,2,1.785714286,2,,0.142857143,,
140.67,4384272,771.005031,771.005119,0.088,0.114,C21 H23 O29 S  ,0,21,0,23,0,29,1,10.5,10,1.095238095,1.380952381,,0,,
161.83,4384272,771.005031,771.005196,0.165,0.214,C22 H32 Br N2 O17 S3 ,1,22,0,32,2,17,3,7.5,7,1.454545455,0.772727273,,0.090909091,,
203.36,4384272,771.005031,771.004979,-0.052,-0.067,C29 H24 Br O20 ,1,29,0,24,0,20,0,17.5,17,0.827586207,0.689655172,,0,,
222.43,5750235,771.04159,771.041667,0.077,0.099,C27 H39 Br Cl3 O12 S ,1,27,3,39,0,12,1,6.5,6,1.444444444,0.444444444,,0,,
225.4,5750235,771.04159,771.041581,-0.009,-0.011,C23 H36 Br N2 O16 S3 ,1,23,0,36,2,16,3,6.5,6,1.565217391,0.695652174,,0.086956522,,
229.86,5750235,771.04159,771.041603,0.013,0.016,C22 H35 Cl4 N2 O17 S ,0,22,4,35,2,17,1,4.5,4,1.590909091,0.772727273,,0.090909091,,
144.03,6569408,771.060554,771.060601,0.046,0.06,C23 H23 N4 O26 ,0,23,0,23,4,26,0,14.5,14,1,1.130434783,,0.173913043,,
412.43,6569408,771.060554,771.060487,-0.067,-0.087,C37 H27 N2 O9 S4 ,0,37,0,27,2,9,4,25.5,25,0.72972973,0.243243243,,0.054054054,,
454.96,6569408,771.060554,771.060369,-0.186,-0.241,C44 H27 Cl4 N2 O S ,0,44,4,27,2,1,1,30.5,30,0.613636364,0.022727273,,0.045454545,,
71.06,15314090,771.250938,771.250574,-0.364,-0.472,C38 H43 O17    ,0,38,0,43,0,17,0,17.5,17,1.131578947,0.447368421,,0,,
109.68,15314090,771.250938,771.25079,-0.148,-0.192,C31 H51 N2 O14 S3 ,0,31,0,51,2,14,3,7.5,7,1.64516129,0.451612903,,0.064516129,,
162.22,15314090,771.250938,771.250929,-0.009,-0.012,C52 H39 N2 O S2 ,0,52,0,39,2,1,2,34.5,34,0.75,0.019230769,,0.038461538,,
210.64,5052480,771.323652,771.323561,-0.091,-0.118,C33 H59 N2 O12 S3 ,0,33,0,59,2,12,3,5.5,5,1.787878788,0.363636364,,0.060606061,,
231.42,5052480,771.323652,771.323345,-0.307,-0.399,C40 H51 O15    ,0,40,0,51,0,15,0,15.5,15,1.275,0.375,,0,,
233.66,5052480,771.323652,771.324213,0.561,0.727,C41 H55 O10 S2 ,0,41,0,55,0,10,2,14.5,14,1.341463415,0.243902439,,0,,
133.95,6175393,773.003348,773.00348,0.131,0.17,C21 H17 N4 O28 ,0,21,0,17,4,28,0,15.5,15,0.80952381,1.333333333,,0.19047619,,
213.29,6175393,773.003348,773.003366,0.018,0.023,C35 H21 N2 O11 S4 ,0,35,0,21,2,11,4,26.5,26,0.6,0.314285714,,0.057142857,,
232.5,6175393,773.003348,773.003459,0.111,0.143,C32 H18 Cl O21 ,0,32,1,18,0,21,0,23.5,23,0.5625,0.65625,,0,,
180.63,5026439,773.021377,773.021498,0.121,0.156,C30 H30 Br O15 S2 ,1,30,0,30,0,15,2,15.5,15,1,0.5,,0,,
211.85,5026439,773.021377,773.021294,-0.083,-0.107,C33 H27 Br Cl N2 O11 S ,1,33,1,27,2,11,1,20.5,20,0.818181818,0.333333333,,0.060606061,,
254.8,5026439,773.021377,773.021434,0.057,0.073,C25 H26 Cl N2 O20 S2 ,0,25,1,26,2,20,2,13.5,13,1.04,0.8,,0.08,,
138.97,7498347,773.039905,773.039865,-0.04,-0.052,C22 H21 N4 O27 ,0,22,0,21,4,27,0,14.5,14,0.954545455,1.227272727,,0.181818182,,
183.23,7498347,773.039905,773.039844,-0.061,-0.078,C33 H22 Cl O20 ,0,33,1,22,0,20,0,22.5,22,0.666666667,0.606060606,,0,,
231.56,7498347,773.039905,773.039751,-0.154,-0.199,C36 H25 N2 O10 S4 ,0,36,0,25,2,10,4,25.5,25,0.694444444,0.277777778,,0.055555556,,
264.69,10789418,773.084786,773.084651,-0.135,-0.174,C47 H21 N2 O6 S2 ,0,47,0,21,2,6,2,38.5,38,0.446808511,0.127659574,,0.042553191,,
270.64,10789418,773.084786,773.084961,0.175,0.226,C37 H26 Cl N2 O13 S ,0,37,1,26,2,13,1,25.5,25,0.702702703,0.351351351,,0.054054054,,
383.39,10789418,773.084786,773.084814,0.028,0.036,C23 H44 Cl3 N2 O12 S4 ,0,23,3,44,2,12,4,1.5,1,1.913043478,0.52173913,,0.086956522,,
73.06,14836212,773.121155,773.121037,-0.118,-0.153,C48 H25 N2 O5 S2 ,0,48,0,25,2,5,2,37.5,37,0.520833333,0.104166667,,0.041666667,,
428.54,14836212,773.121155,773.120992,-0.163,-0.211,C38 H48 Br3 O2 ,3,38,0,48,0,2,0,13.5,13,1.263157895,0.052631579,,0,,
432.54,14836212,773.121155,773.12123,0.075,0.097,C30 H55 Br2 Cl4 N2 S ,2,30,4,55,2,0,1,1.5,1,1.833333333,0,,0.066666667,,
293.53,4735464,773.129417,773.129273,-0.144,-0.186,C45 H30 Br N2 O6 ,1,45,0,30,2,6,0,31.5,31,0.666666667,0.133333333,,0.044444444,,
303.46,4735464,773.129417,773.129405,-0.012,-0.016,C44 H35 Cl2 N2 O S3 ,0,44,2,35,2,1,3,27.5,27,0.795454545,0.022727273,,0.045454545,,
310.21,4735464,773.129417,773.129266,-0.151,-0.195,C23 H47 Cl2 N2 O14 S4 ,0,23,2,47,2,14,4,0.5,0,2.043478261,0.608695652,,0.086956522,,
